SYMBOL,NAME OF COMPANY,SERIES,ISIN NUMBER
INGERRAND,Ingersoll Rand (India) Limited,EQ,INE177A01018
INNOVACAP,Innova Captab Limited,EQ,INE0DUT01020
INNOVANA,Innovana Thinklabs Limited,EQ,INE403Y01018
INNOVISION,Innovision Limited,EQ,INE0ADB01012
INOXGREEN,Inox Green Energy Services Limited,EQ,INE510W01014
INOXINDIA,INOX India Limited,EQ,INE616N01034
INOXWIND,Inox Wind Limited,EQ,INE066P01011
INSECTICID,Insecticides (India) Limited,EQ,INE070I01018
INTELLECT,Intellect Design Arena Limited,EQ,INE306R01017
INTENTECH,Intense Technologies Limited,EQ,INE781A01025
INTERARCH,Interarch Building Solutions Limited,EQ,INE00M901018
INTLCONV,International Conveyors Limited,EQ,INE575C01027
INVENTURE,Inventure Growth & Securities Limited,EQ,INE878H01024
IOB,Indian Overseas Bank,EQ,INE565A01014
IOC,Indian Oil Corporation Limited,EQ,INE242A01010
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,INE485C01029
IONEXCHANG,ION Exchange (India) Limited,EQ,INE570A01022
IPCALAB,IPCA Laboratories Limited,EQ,INE571A01038
IPL,India Pesticides Limited,EQ,INE0D6701023
IRB,IRB Infrastructure Developers Limited,EQ,INE821I01022
IRCON,Ircon International Limited,EQ,INE962Y01021
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,INE335Y01020
IREDA,Indian Renewable Energy Development Agency Limited,EQ,INE202E01016
IRFC,Indian Railway Finance Corporation Limited,EQ,INE053F01010
IRIS,IRIS RegTech Solutions Limited,EQ,INE864K01010
IRISDOREME,Iris Clothings Limited,EQ,INE01GN01025
IRMENERGY,IRM Energy Limited,EQ,INE07U701015
ISFT,Intrasoft Technologies Limited,EQ,INE566K01011
ISGEC,Isgec Heavy Engineering Limited,EQ,INE858B01029
ISHANCH,Ishan Dyes and Chemicals Limited,EQ,INE561M01018
ITC,ITC Limited,EQ,INE154A01025
ITCHOTELS,ITC Hotels Limited,EQ,INE379A01028
ITDC,India Tourism Development Corporation Limited,EQ,INE353K01014
ITI,ITI Limited,EQ,INE248A01017
IVALUE,Ivalue Infosolutions Limited,EQ,INE056801025
IVC,IL&FS Investment Managers Limited,EQ,INE050B01023
IWP,The Indian Wood Products Company Limited,EQ,INE586E01020
IXIGO,Le Travenues Technology Limited,EQ,INE0HV901016
IZMO,IZMO Limited,EQ,INE848A01014
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,INE168A01041
JAGRAN,Jagran Prakashan Limited,EQ,INE199G01027
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,INE048B01035
JAIBALAJI,Jai Balaji Industries Limited,EQ,INE091G01026
JAICORPLTD,Jai Corp Limited,EQ,INE070D01027
JAINREC,Jain Resource Recycling Limited,EQ,INE0YD401026
JAIPURKURT,Nandani Creation Limited,EQ,INE696V01013
JAMNAAUTO,Jamna Auto Industries Limited,EQ,INE039C01032
JARO,Jaro Institute of Technology Management and Research Limited,EQ,INE00YJ01010
JASH,Jash Engineering Limited,EQ,INE039O01029
JAYAGROGN,Jayant Agro Organics Limited,EQ,INE785A01026
JAYBARMARU,Jay Bharat Maruti Limited,EQ,INE571B01036
JAYKAY,Jaykay Enterprises Limited,EQ,INE903A01025
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,INE854B01010
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,INE364A01020
JBMA,JBM Auto Limited,EQ,INE927D01051
JETFREIGHT,Jet Freight Logistics Limited,EQ,INE982V01025
JGCHEM,J.G.Chemicals Limited,EQ,INE0MB501011
JHS,JHS Svendgaard Laboratories Limited,EQ,INE544H01014
JINDALPHOT,Jindal Photo Limited,EQ,INE796G01012
JINDALPOLY,Jindal Poly Films Limited,EQ,INE197D01010
JINDALSAW,Jindal Saw Limited,EQ,INE324A01032
JINDALSTEL,JINDAL STEEL LIMITED,EQ,INE749A01030
JINDRILL,Jindal Drilling And Industries Limited,EQ,INE742C01031
JINDWORLD,Jindal Worldwide Limited,EQ,INE247D01039
JIOFIN,Jio Financial Services Limited,EQ,INE758E01017
JISLDVREQS,Jain Irrigation Systems Limited,EQ,IN9175A01010
JISLJALEQS,Jain Irrigation Systems Limited,EQ,INE175A01038
JITFINFRA,JITF Infralogistics Limited,EQ,INE863T01013
JKCEMENT,JK Cement Limited,EQ,INE823G01014
JKIL,J.Kumar Infraprojects Limited,EQ,INE576I01022
JKIPL,Jinkushal Industries Limited,EQ,INE1FF001016
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,INE786A01032
JKPAPER,JK Paper Limited,EQ,INE789E01012
JKTYRE,JK Tyre & Industries Limited,EQ,INE573A01042
JLHL,Jupiter Life Line Hospitals Limited,EQ,INE682M01020
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,INE412C01023
JMFINANCIL,JM Financial Limited,EQ,INE780C01023
JNKINDIA,JNK India Limited,EQ,INE0OAF01028
JNPR,Juniper Green Energy Limited,EQ,INE05C901015
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,INE147P01019
JPPOWER,Jaiprakash Power Ventures Limited,EQ,INE351F01018
JSFB,Jana Small Finance Bank Limited,EQ,INE953L01027
JSL,Jindal Stainless Limited,EQ,INE220G01021
JSLL,Jeena Sikho Lifecare Limited,EQ,INE0J5801029
JSWCEMENT,JSW Cement Limited,EQ,INE718I01012
JSWDULUX,JSW Dulux Limited,EQ,INE133A01011
JSWENERGY,JSW Energy Limited,EQ,INE121E01018
JSWHL,JSW Holdings Limited,EQ,INE824G01012
JSWINFRA,JSW Infrastructure Limited,EQ,INE880J01026
JSWSTEEL,JSW Steel Limited,EQ,INE019A01038
JTEKTINDIA,Jtekt India Limited,EQ,INE643A01035
JTLIND,JTL INDUSTRIES LIMITED,EQ,INE391J01032
JUBLCPL,Jubilant Agri and Consumer Products Limited,EQ,INE03CC01015
JUBLFOOD,Jubilant Foodworks Limited,EQ,INE797F01020
JUBLINGREA,Jubilant Ingrevia Limited,EQ,INE0BY001018
JUBLPHARMA,Jubilant Pharmova Limited,EQ,INE700A01033
JUNIPER,Juniper Hotels Limited,EQ,INE696F01016
JUSTDIAL,Just Dial Limited,EQ,INE599M01018
JWL,Jupiter Wagons Limited,EQ,INE209L01016
JYOTHYLAB,Jyothy Labs Limited,EQ,INE668F01031
JYOTICNC,Jyoti CNC Automation Limited,EQ,INE980O01024
JYOTISTRUC,Jyoti Structures Limited,EQ,INE197A01024
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,INE900B01029
KAJARIACER,Kajaria Ceramics Limited,EQ,INE217B01036
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,INE437B01014
KALAMANDIR,Sai Silks (Kalamandir) Limited,EQ,INE438K01021
KALPATARU,Kalpataru Limited,EQ,INE227J01012
KALYANIFRG,Kalyani Forge Limited,EQ,INE314G01014
KALYANKJIL,Kalyan Jewellers India Limited,EQ,INE303R01014
KAMAHOLD,Kama Holdings Limited,EQ,INE411F01010
KAMATHOTEL,Kamat Hotels (I) Limited,EQ,INE967C01018
KAMOPAINTS,Kamdhenu Ventures Limited,EQ,INE0BTI01037
KANANIIND,Kanani Industries Limited,EQ,INE879E01037
KANCHI,Kanchi Karpooram Limited,EQ,INE081G01019
KANPRPLA,Kanpur Plastipack Limited,EQ,INE694E01014
KANSAINER,Kansai Nerolac Paints Limited,EQ,INE531A01024
KAPSTON,Kapston Services Limited,EQ,INE542Z01028
KARMAENG,Karma Energy Limited,EQ,INE725L01011
KARURVYSYA,Karur Vysya Bank Limited,EQ,INE036D01028
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,EQ,INE641C01019
KAYA,Kaya Limited,EQ,INE587G01015
KAYNES,Kaynes Technology India Limited,EQ,INE918Z01012
KCP,KCP Limited,EQ,INE805C01028
KDDL,KDDL Limited,EQ,INE291D01011
KEC,KEC International Limited,EQ,INE389H01022
KECL,Kirloskar Electric Company Limited,EQ,INE134B01017
KEEPLEARN,DSJ Keep Learning Limited,EQ,INE055C01020
KEI,KEI Industries Limited,EQ,INE878B01027
KELLTONTEC,Kellton Tech Solutions Limited,EQ,INE164B01030
KENNAMET,Kennametal India Limited,EQ,INE717A01029
KERNEX,Kernex Microsystems (India) Limited,EQ,INE202H01019
KEYFINSERV,Keynote Financial Services Limited,EQ,INE681C01015
KFINTECH,Kfin Technologies Limited,EQ,INE138Y01010
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,INE745B01028
KHAITANLTD,Khaitan (India) Limited,EQ,INE731C01018
KHANDSE,Khandwala Securities Limited,EQ,INE060B01014
KICL,Kalyani Investment Company Limited,EQ,INE029L01018
KIMS,Krishna Institute of Medical Sciences Limited,EQ,INE967H01025
KINGFA,Kingfa Science & Technology (India) Limited,EQ,INE473D01015
KIOCL,KIOCL Limited,EQ,INE880L01014
KIRANVYPAR,Kiran Vyapar Limited,EQ,INE555P01013
KIRIINDUS,Kiri Industries Limited,EQ,INE415I01015
KIRLFER,Kirloskar Ferrous Industries Limited,EQ,INE884B01025
KIRLOSBROS,Kirloskar Brothers Limited,EQ,INE732A01036
KIRLOSENG,Kirloskar Oil Engines Limited,EQ,INE146L01010
KIRLOSIND,Kirloskar Industries Limited,EQ,INE250A01039
KIRLPNU,Kirloskar Pneumatic Company Limited,EQ,INE811A01020
KISSHT,OnEMI Technology Solutions Limited,EQ,INE12F801023
KITEX,Kitex Garments Limited,EQ,INE602G01020
KKCL,Kewal Kiran Clothing Limited,EQ,INE401H01017
KLBRENG-B,Kilburn Engineering Limited,EQ,INE338F01015
KMEW,Knowledge Marine & Engineering Works Limited,EQ,INE0CJD01029
KMSUGAR,K.M.Sugar Mills Limited,EQ,INE157H01023
KNACK,Knack Packaging Limited,EQ,INE17QZ01016
KNAGRI,KN Agri Resources Limited,EQ,INE0KNW01016
KNRCON,KNR Constructions Limited,EQ,INE634I01029
KOHINOOR,Kohinoor Foods Limited,EQ,INE080B01012
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,INE760A01029
KOLTEPATIL,Kolte - Patil Developers Limited,EQ,INE094I01018
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,INE237A01036
KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,INE419A01022
KOTHARIPET,Kothari Petrochemicals Limited,EQ,INE720A01015
KOTHARIPRO,Kothari Products Limited,EQ,INE823A01017
KOTIC,Kothari Industrial Corporation Limited,EQ,INE972A01020
KOVAI,Kovai Medical Center & Hospital Limited,EQ,INE177F01017
KPEL,K.P. Energy Limited,EQ,INE127T01021
KPIGREEN,KPI Green Energy Limited,EQ,INE542W01025
KPIL,Kalpataru Projects International Limited,EQ,INE220B01022
KPITTECH,KPIT Technologies Limited,EQ,INE04I401011
KPL,Kwality Pharmaceuticals Limited,EQ,INE552U01010
KPRMILL,K.P.R. Mill Limited,EQ,INE930H01031
KRBL,KRBL Limited,EQ,INE001B01026
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,INE268B01013
KRISHANA,Krishana Phoschem Limited,EQ,INE506W01020
KRISHIVAL,Krishival Foods Limited,EQ,INE0GGO01015
KRISHNADEF,Krishna Defence And Allied Industries Limited,EQ,INE0J5601015
KRITI,Kriti Industries (India) Limited,EQ,INE479D01038
KRITIKA,Kritika Wires Limited,EQ,INE00Z501029
KRITINUT,Kriti Nutrients Limited,EQ,INE798K01010
KRN,KRN Heat Exchanger and Refrigeration Limited,EQ,INE0Q3J01015
KRONOX,Kronox Lab Sciences Limited,EQ,INE0ATZ01017
KROSS,Kross Limited,EQ,INE0O6601022
KRSNAA,Krsnaa Diagnostics Limited,EQ,INE08LI01020
KRYSTAL,Krystal Integrated Services Limited,EQ,INE0QN801017
KSB,Ksb Limited,EQ,INE999A01023
KSCL,Kaveri Seed Company Limited,EQ,INE455I01029
KSHINTL,KSH International Limited,EQ,INE987S01020
KSHITIJPOL,Kshitij Polyline Limited,EQ,INE013801027
KSL,Kalyani Steels Limited,EQ,INE907A01026
KSOLVES,Ksolves India Limited,EQ,INE0D6I01023
KSR,KSR Footwear Limited,EQ,INE1SPP01016
KTKBANK,The Karnataka Bank Limited,EQ,INE614B01018
KUANTUM,Kuantum Papers Limited,EQ,INE529I01021
KUSUMGAR,Kusumgar Limited,EQ,INE0ISX01025
KWIL,Kwality Wall's (India) Limited,EQ,INE2KCE01013
LAGNAM,Lagnam Spintex Limited,EQ,INE548Z01017
LAHOTIOV,Lahoti Overseas Limited,EQ,INE515C01023
LAL,Lorenzini Apparels Limited,EQ,INE740X01023
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,INE600L01024
LAMBODHARA,Lambodhara Textiles Limited,EQ,INE112F01022
LANCORHOL,Lancor Holdings Limited,EQ,INE572G01025
LANDMARK,Landmark Cars Limited,EQ,INE559R01029
LANDSMILL,Landsmill Green Limited,EQ,INE688J01023
LAOPALA,La Opala RG Limited,EQ,INE059D01020
LASA,Lasa Supergenerics Limited,EQ,INE670X01014
LASERPOWER,Laser Power & Infra Limited,EQ,INE17IR01028
LATENTVIEW,Latent View Analytics Limited,EQ,INE0I7C01011
LAURUSLABS,Laurus Labs Limited,EQ,INE947Q01028
LAXMICOT,Laxmi Cotspin Limited,EQ,INE801V01019
LAXMIDENTL,Laxmi Dental Limited,EQ,INE0WO601020
LCCINFOTEC,LCC Infotech Limited,EQ,INE938A01021
LCL,Lohia Corp Limited,EQ,INE0QJW01029
LEAPIND,LEAP India Limited,EQ,INE00GO01025
LEMERITE,Le Merite Exports Limited,EQ,INE0G1L01025
LEMONTREE,Lemon Tree Hotels Limited,EQ,INE970X01018
LENSKART,Lenskart Solutions Limited,EQ,INE956O01016
LEXUS,Lexus Granito (India) Limited,EQ,INE500X01013
LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,INE850E01012
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,INE337A01034
LGEINDIA,LG Electronics India Limited,EQ,INE324D01010
LGHL,Laxmi Goldorna House Limited,EQ,INE258Y01016
LIBAS,Libas Consumer Products Limited,EQ,INE908V01012
LIBERTSHOE,Liberty Shoes Limited,EQ,INE557B01019
LICHSGFIN,LIC Housing Finance Limited,EQ,INE115A01026
LICI,Life Insurance Corporation Of India,EQ,INE0J1Y01017
LIKHITHA,Likhitha Infrastructure Limited,EQ,INE060901027
LINC,Linc Limited,EQ,INE802B01027
LINCOLN,Lincoln Pharmaceuticals Limited,EQ,INE405C01035
LINDEINDIA,Linde India Limited,EQ,INE473A01011
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,EQ,INE093R01011
LLOYDSENT,Lloyds Enterprises Limited,EQ,INE080I01025
LLOYDSME,Lloyds Metals And Energy Limited,EQ,INE281B01032
LMW,LMW Limited,EQ,INE269B01029
LODHA,Lodha Developers Limited,EQ,INE670K01029
LORDSCHLO,Lords Chloro Alkali Limited,EQ,INE846D01012
LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,INE947I01017
LOVABLE,Lovable Lingerie Limited,EQ,INE597L01014
LOYALTEX,Loyal Textile Mills Limited,EQ,INE970D01010
LPDC,Landmark Property Development Company Limited,EQ,INE197J01017
LT,Larsen & Toubro Limited,EQ,INE018A01030
LTF,L&T Finance Limited,EQ,INE498L01015
LTFOODS,LT Foods Limited,EQ,INE818H01020
LTM,LTM Limited,EQ,INE214T01019
LTTS,L&T Technology Services Limited,EQ,INE010V01017
LUMAXIND,Lumax Industries Limited,EQ,INE162B01018
LUMAXTECH,Lumax Auto Technologies Limited,EQ,INE872H01027
LUPIN,Lupin Limited,EQ,INE326A01037
LUXIND,Lux Industries Limited,EQ,INE150G01020
LXCHEM,Laxmi Organic Industries Limited,EQ,INE576O01020
M&M,Mahindra & Mahindra Limited,EQ,INE101A01026
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,INE774D01024
MAANALU,Maan Aluminium Limited,EQ,INE215I01027
MACPOWER,Macpower CNC Machines Limited,EQ,INE155Z01011
MADHAV,Madhav Marbles and Granites Limited,EQ,INE925C01016
MADHAVIPL,Madhav Infra Projects Limited,EQ,INE631R01026
MADRASFERT,Madras Fertilizers Limited,EQ,INE414A01015
MAFATIND,Mafatlal Industries Limited,EQ,INE270B01035
MAGADSUGAR,Magadh Sugar & Energy Limited,EQ,INE347W01011
MAGNUM,Magnum Ventures Limited,EQ,INE387I01016
MAHABANK,Bank of Maharashtra,EQ,INE457A01014
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,EQ,INE843B01013
MAHEPC,Mahindra EPC Irrigation Limited,EQ,INE215D01010
MAHLIFE,Mahindra Lifespace Developers Limited,EQ,INE813A01018
MAHLOG,Mahindra Logistics Limited,EQ,INE766P01016
MAHSCOOTER,Maharashtra Scooters Limited,EQ,INE288A01013
MAHSEAMLES,Maharashtra Seamless Limited,EQ,INE271B01025
MAITHANALL,Maithan Alloys Limited,EQ,INE683C01011
MALLCOM,Mallcom (India) Limited,EQ,INE389C01015
MALUPAPER,Malu Paper Mills Limited,EQ,INE383H01017
MAMATA,Mamata Machinery Limited,EQ,INE0TO701015
MANAKALUCO,Manaksia Aluminium Company Limited,EQ,INE859Q01017
MANAKCOAT,Manaksia Coated Metals & Industries Limited,EQ,INE830Q01018
MANAKSIA,Manaksia Limited,EQ,INE015D01022
MANAKSTEEL,Manaksia Steels Limited,EQ,INE824Q01011
MANALIPETC,Manali Petrochemicals Limited,EQ,INE201A01024
MANAPPURAM,Manappuram Finance Limited,EQ,INE522D01027
MANBA,Manba Finance Limited,EQ,INE939X01013
MANCREDIT,Mangal Credit and Fincorp Limited,EQ,INE545L01039
MANGALAM,Mangalam Drugs And Organics Limited,EQ,INE584F01014
MANGLMCEM,Mangalam Cement Limited,EQ,INE347A01017
MANINDS,Man Industries (India) Limited,EQ,INE993A01026
MANINFRA,Man Infraconstruction Limited,EQ,INE949H01023
MANIPALHOS,Manipal Health Enterprises Limited,EQ,INE459N01021
MANKIND,Mankind Pharma Limited,EQ,INE634S01028
MANOMAY,Manomay Tex India Limited,EQ,INE784W01015
MANORAMA,Manorama Industries Limited,EQ,INE00VM01036
MANORG,Mangalam Organics Limited,EQ,INE370D01013
MANYAVAR,Vedant Fashions Limited,EQ,INE825V01034
MAPMYINDIA,C.E. Info Systems Limited,EQ,INE0BV301023
MARATHON,Marathon Nextgen Realty Limited,EQ,INE182D01020
MARICO,Marico Limited,EQ,INE196A01026
MARINE,Marine Electricals (India) Limited,EQ,INE01JE01028
MARKOLINES,Markolines Pavement Technologies Limited,EQ,INE0FW001016
MARKSANS,Marksans Pharma Limited,EQ,INE750C01026
MARSONS,Marsons Limited,EQ,INE415B01044
MARUTI,Maruti Suzuki India Limited,EQ,INE585B01010
MASFIN,MAS Financial Services Limited,EQ,INE348L01012
MASKINVEST,Mask Investments Limited,EQ,INE885F01015
MASTEK,Mastek Limited,EQ,INE759A01021
MASTERTR,Master Trust Limited,EQ,INE677D01037
MATRIMONY,Matrimony.Com Limited,EQ,INE866R01028
MAWANASUG,Mawana Sugars Limited,EQ,INE636A01039
MAXESTATES,Max Estates Limited,EQ,INE03EI01018
MAXHEALTH,Max Healthcare Institute Limited,EQ,INE027H01010
MAXIND,Max India Limited,EQ,INE0CG601016
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,INE040D01038
MAZDOCK,Mazagon Dock Shipbuilders Limited,EQ,INE249Z01020
MBAPL,Madhya Bharat Agro Products Limited,EQ,INE900L01028
MBEL,M & B Engineering Limited,EQ,INE08N601015
MBLINFRA,MBL Infrastructure Limited,EQ,INE912H01013
MCCHRLS-B,Mac Charles India Limited,EQ,INE435D01014
MCL,M TEK COPPER LIMITED,EQ,INE813V01022
MCLEODRUSS,Mcleod Russel India Limited,EQ,INE942G01012
MCLOUD,Magellanic Cloud Limited,EQ,INE613C01026
MCX,Multi Commodity Exchange of India Limited,EQ,INE745G01043
MEDANTA,Global Health Limited,EQ,INE474Q01031
MEDIASSIST,Medi Assist Healthcare Services Limited,EQ,INE456Z01021
MEDICAMEQ,Medicamen Biotech Limited,EQ,INE646B01010
MEDICO,Medico Remedies Limited,EQ,INE630Y01024
MEDPLUS,Medplus Health Services Limited,EQ,INE804L01022
MEESHO,Meesho Limited,EQ,INE0VDM01015
MEGASTAR,Megastar Foods Limited,EQ,INE00EM01016
MEIL,Mangal Electrical Industries Limited,EQ,INE0PKD01011
MENNPIS,Menon Pistons Limited,EQ,INE650G01029
MERCANTILE,Mercantile Ventures Limited,EQ,INE689O01013
MERCURYEV,Mercury Ev-Tech Limited,EQ,INE763M01028
METROBRAND,Metro Brands Limited,EQ,INE317I01021
METROGLOBL,Metroglobal Limited,EQ,INE085D01033
METROPOLIS,Metropolis Healthcare Limited,EQ,INE112L01020
MFML,Mahalaxmi Fabric Mills Limited,EQ,INE0US801024
MFSL,Max Financial Services Limited,EQ,INE180A01020
MGL,Mahanagar Gas Limited,EQ,INE002S01010
MHLXMIRU,Mahalaxmi Rubtech Limited,EQ,INE112D01035
MHRIL,Mahindra Holidays & Resorts India Limited,EQ,INE998I01010
MIDHANI,Mishra Dhatu Nigam Limited,EQ,INE099Z01011
MIDWESTLTD,Midwest Limited,EQ,INE0XAD01024
MINDACORP,Minda Corporation Limited,EQ,INE842C01021
MINDTECK,Mindteck (India) Limited,EQ,INE110B01017
MIRZAINT,Mirza International Limited,EQ,INE771A01026
MITTAL,Mittal Life Style Limited,EQ,INE997Y01027
MKPL,M K Proteins Limited,EQ,INE964W01021
MMFL,MM Forgings Limited,EQ,INE227C01017
MMP,MMP Industries Limited,EQ,INE511Y01018
MMTC,MMTC Limited,EQ,INE123F01029
MMWL,Media Matrix Worldwide Limited,EQ,INE200D01020
MOBIKWIK,One Mobikwik Systems Limited,EQ,INE0HLU01028
MODIRUBBER,Modi Rubber Limited,EQ,INE832A01018
MODIS,Modis Navnirman Limited,EQ,INE0L0L01012
MODTHREAD,Modern Threads (India) Limited,EQ,INE794W01014
MOHITIND,Mohit Industries Limited,EQ,INE954E01012
MOIL,MOIL Limited,EQ,INE490G01020
MOKSH,Moksh Ornaments Limited,EQ,INE514Y01020
MOL,Meghmani Organics Limited,EQ,INE0CT101020
MOLDTKPAC,Mold-Tek Packaging Limited,EQ,INE893J01029
MONARCH,Monarch Networth Capital Limited,EQ,INE903D01011
MONEYBOXX,Moneyboxx Finance Limited,EQ,INE296Q01012
MONTECARLO,Monte Carlo Fashions Limited,EQ,INE950M01013
MOREPENLAB,Morepen Laboratories Limited,EQ,INE083A01026
MOSCHIP,Moschip Technologies Limited,EQ,INE935B01025
MOTHERSON,Samvardhana Motherson International Limited,EQ,INE775A01035
MOTILALOFS,Motilal Oswal Financial Services Limited,EQ,INE338I01027
MOTISONS,Motisons Jewellers Limited,EQ,INE0FRK01020
MPHASIS,MphasiS Limited,EQ,INE356A01018
MPSLTD,MPS Limited,EQ,INE943D01017
MRF,MRF Limited,EQ,INE883A01011
MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,INE103A01014
MSPL,MSP Steel & Power Limited,EQ,INE752G01015
MSTCLTD,Mstc Limited,EQ,INE255X01014
MSUMI,Motherson Sumi Wiring India Limited,EQ,INE0FS801015
MTNL,Mahanagar Telephone Nigam Limited,EQ,INE153A01019
MUFIN,Mufin Green Finance Limited,EQ,INE08KJ01020
MUFTI,Credo Brands Marketing Limited,EQ,INE220Q01020
MUKANDLTD,Mukand Limited,EQ,INE304A01026
MUKKA,Mukka Proteins Limited,EQ,INE0CG401037
MUNJALAU,Munjal Auto Industries Limited,EQ,INE672B01032
MUNJALSHOW,Munjal Showa Limited,EQ,INE577A01027
MURUDCERA,Murudeshwar Ceramics Limited,EQ,INE692B01014
MUTHOOTCAP,Muthoot Capital Services Limited,EQ,INE296G01013
MUTHOOTFIN,Muthoot Finance Limited,EQ,INE414G01012
MUTHOOTMF,Muthoot Microfin Limited,EQ,INE046W01019
MVELECTRO,MV Electrosystems Limited,EQ,INE0OWZ01020
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,EQ,INE0KNT01012
MWL,Mangalam Worldwide Limited,EQ,INE0JYY01029
NACLIND,NACL Industries Limited,EQ,INE295D01020
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,EQ,INE245I01016
NAGREEKEXP,Nagreeka Exports Limited,EQ,INE123B01028
NAHARCAP,Nahar Capital and Financial Services Limited,EQ,INE049I01012
NAHARINDUS,Nahar Industrial Enterprises Limited,EQ,INE289A01011
NAHARPOLY,Nahar Poly Films Limited,EQ,INE308A01027
NAHARSPING,Nahar Spinning Mills Limited,EQ,INE290A01027
NAM-INDIA,Nippon Life India Asset Management Limited,EQ,INE298J01013
NARMADA,Narmada Agrobase Limited,EQ,INE117Z01029
NATCAPSUQ,Natural Capsules Limited,EQ,INE936B01015
NATCOPHARM,Natco Pharma Limited,EQ,INE987B01026
NATHBIOGEN,Nath Bio-Genes (India) Limited,EQ,INE448G01010
NATIONALUM,National Aluminium Company Limited,EQ,INE139A01034
NATIONSTD,National Standard (India) Limited,EQ,INE166R01015
NAUKRI,Info Edge (India) Limited,EQ,INE663F01032
NAVA,NAVA LIMITED,EQ,INE725A01030
NAVINFLUOR,Navin Fluorine International Limited,EQ,INE048G01026
NAVKARCORP,Navkar Corporation Limited,EQ,INE278M01019
NAVNETEDUL,Navneet Education Limited,EQ,INE060A01024
NAZARA,Nazara Technologies Limited,EQ,INE418L01047
NBCC,NBCC (India) Limited,EQ,INE095N01031
NBIFIN,N. B. I. Industrial Finance Company Limited,EQ,INE365I01020
NCC,NCC Limited,EQ,INE868B01028
NCLIND,NCL Industries Limited,EQ,INE732C01016
NDGL,Naga Dhunseri Group Limited,EQ,INE756C01015
NDL,Nandan Denim Limited,EQ,INE875G01048
NDLVENTURE,NDL Ventures Limited,EQ,INE353A01023
NDRAUTO,Ndr Auto Components Limited,EQ,INE07OG01012
NDTV,New Delhi Television Limited,EQ,INE155G01029
NEAGI,Neelamalai Agro Industries Limited,EQ,INE605D01012
NELCAST,Nelcast Limited,EQ,INE189I01024
NELCO,NELCO Limited,EQ,INE045B01015
NEOGEN,Neogen Chemicals Limited,EQ,INE136S01016
NEPHROPLUS,Nephrocare Health Services Limited,EQ,INE428V01029
NESCO,Nesco Limited,EQ,INE317F01035
NESTLEIND,Nestle India Limited,EQ,INE239A01024
NETWEB,Netweb Technologies India Limited,EQ,INE0NT901020
NETWORK18,Network18 Media & Investments Limited,EQ,INE870H01013
NEULANDLAB,Neuland Laboratories Limited,EQ,INE794A01010
NEWGEN,Newgen Software Technologies Limited,EQ,INE619B01017
NEXTMEDIA,Next Mediaworks Limited,EQ,INE747B01016
NFL,National Fertilizers Limited,EQ,INE870D01012
NGLFINE,NGL Fine-Chem Limited,EQ,INE887E01022
NH,Narayana Hrudayalaya Ltd.,EQ,INE410P01011
NHPC,NHPC Limited,EQ,INE848E01016
NIACL,The New India Assurance Company Limited,EQ,INE470Y01017
NIBE,NIBE Limited,EQ,INE149O01018
NIBL,NRB Industrial Bearings Limited,EQ,INE047O01014
NIITLTD,NIIT Limited,EQ,INE161A01038
NIITMTS,NIIT Learning Systems Limited,EQ,INE342G01023
NILAINFRA,Nila Infrastructures Limited,EQ,INE937C01029
NILASPACES,Nila Spaces Limited,EQ,INE00S901012
NILE,Nile Limited,EQ,INE445D01013
NILKAMAL,Nilkamal Limited,EQ,INE310A01015
NIMBSPROJ,Nimbus Projects Limited,EQ,INE875B01015
NINSYS,NINtec Systems Limited,EQ,INE395U01014
NIPPOBATRY,Indo-National Limited,EQ,INE567A01028
NIRAJISPAT,Niraj Ispat Industries Limited,EQ,INE326T01011
NIRLON,Nirlon Limited,EQ,INE910A01012
NITCO,Nitco Limited,EQ,INE858F01012
